ResourceName,ResourceId,ResourceType,ResourceGroup,ResourceGroupId,ResourceLocation,Subscription,SubscriptionId,Tags,ServiceName,ServiceTier,Meter,Cost,CostUSD,Currency
csg10032001018be032,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia/providers/microsoft.storage/storageaccounts/csg10032001018be032,Storage account,cloud-shell-storage-centralindia,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""ms-resource-usage\"":\""azure-cloud-shell\""""]",Storage,Files,LRS Data Stored,23.78999744,0.288842849,INR
csg10032001018be032,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia/providers/microsoft.storage/storageaccounts/csg10032001018be032,Storage account,cloud-shell-storage-centralindia,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""ms-resource-usage\"":\""azure-cloud-shell\""""]",Storage,Files,LRS Write Operations,0.102958686,0.001248143,INR
csg10032001018be032,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia/providers/microsoft.storage/storageaccounts/csg10032001018be032,Storage account,cloud-shell-storage-centralindia,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""ms-resource-usage\"":\""azure-cloud-shell\""""]",Storage,Files,Read Operations,0.015749994,0.000190935,INR
csg10032001018be032,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia/providers/microsoft.storage/storageaccounts/csg10032001018be032,Storage account,cloud-shell-storage-centralindia,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""ms-resource-usage\"":\""azure-cloud-shell\""""]",Storage,Tables,Batch Write Operations,0.011747016,0.000142625,INR
csg10032001018be032,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia/providers/microsoft.storage/storageaccounts/csg10032001018be032,Storage account,cloud-shell-storage-centralindia,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""ms-resource-usage\"":\""azure-cloud-shell\""""]",Storage,Files,Protocol Operations,0.007539264,9.1385E-05,INR
csg10032001018be032,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia/providers/microsoft.storage/storageaccounts/csg10032001018be032,Storage account,cloud-shell-storage-centralindia,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/cloud-shell-storage-centralindia,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""ms-resource-usage\"":\""azure-cloud-shell\""""]",Storage,Tiered Block Blob,All Other Operations,0.006323583,7.6783E-05,INR
46fc5010-b4b2-48f4-9912-9b0096985435,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/mc_rg_memilavi_readitapp_readit-card-aks_centralindia/providers/microsoft.network/publicipaddresses/46fc5010-b4b2-48f4-9912-9b0096985435,Public IP address,mc_rg_memilavi_readitapp_readit-card-aks_centralindia,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/mc_rg_memilavi_readitapp_readit-card-aks_centralindia,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""aks-managed-cluster-name\"":\""readit-card-aks\"""",""\""aks-managed-cluster-rg\"":\""rg_memilavi_readitapp\"""",""\""aks-managed-type\"":\""aks-slb-managed-outbound-ip\""""]",Virtual Network,IP Addresses,Standard IPv4 Static Public IP,23.46029772,0.285905068,INR
kubernetes-a52f56dfd80ac479c8ea66702949b059,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/mc_rg_memilavi_readitapp_readit-card-aks_centralindia/providers/microsoft.network/publicipaddresses/kubernetes-a52f56dfd80ac479c8ea66702949b059,Public IP address,mc_rg_memilavi_readitapp_readit-card-aks_centralindia,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/mc_rg_memilavi_readitapp_readit-card-aks_centralindia,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""k8s-azure-cluster-name\"":\""kubernetes\"""",""\""k8s-azure-service\"":\""default/readit-cart\""""]",Virtual Network,IP Addresses,Standard IPv4 Static Public IP,21.49693772,0.261978066,INR
azurefunctionstorgae,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.storage/storageaccounts/azurefunctionstorgae,Storage account,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Storage,"Files, General Block Blob",LRS Write Operations,13.004527,0.157894808,INR
azurefunctionstorgae,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.storage/storageaccounts/azurefunctionstorgae,Storage account,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Storage,Files,Protocol Operations,1.707619736,0.02073297,INR
azurefunctionstorgae,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.storage/storageaccounts/azurefunctionstorgae,Storage account,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Storage,"General Block Blob, Files",Read Operations,1.648664192,0.020016806,INR
azurefunctionstorgae,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.storage/storageaccounts/azurefunctionstorgae,Storage account,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Storage,Queues,Class 2 Operations,0.809758142,0.009831549,INR
azurefunctionstorgae,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.storage/storageaccounts/azurefunctionstorgae,Storage account,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Storage,Files,LRS Data Stored,0.046022316,0.000558773,INR
azurefunctionstorgae,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.storage/storageaccounts/azurefunctionstorgae,Storage account,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Storage,General Block Blob,LRS List and Create Container Operations,0.023836123,0.000289404,INR
azurefunctionstorgae,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.storage/storageaccounts/azurefunctionstorgae,Storage account,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Storage,Tables,Scan Operations,0.023168904,0.000281302,INR
azurefunctionstorgae,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.storage/storageaccounts/azurefunctionstorgae,Storage account,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Storage,Tables,Write Operations,0.023168904,0.000281302,INR
azurefunctionstorgae,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb/providers/microsoft.storage/storageaccounts/azurefunctionstorgae,Storage account,azurefunction_sb,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/azurefunction_sb,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""#azure_function\"":\""azurefunction\""""]",Storage,Tables,Batch Write Operations,0.01185445,0.00014393,INR
iventory-avalibility-test-sb-readit-inventory,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.insights/metricalerts/iventory-avalibility-test-sb-readit-inventory,microsoft.insights/metricalerts,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,Unknown,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""hidden-link:/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.insights/components/sb-readit-inventory\"":\""resource\"""",""\""hidden-link:/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.insights/webtests/iventory-avalibility-test-sb-readit-inventory\"":\""resource\""""]",Azure Monitor,,Alerts Metric Monitored,13.1418619,0.160156745,INR
asp-rgmemilavireaditapp-99db,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.web/serverfarms/asp-rgmemilavireaditapp-99db,App Service plan,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure App Service,Standard Plan,S1 App,12.76872818,0.155609453,INR
sbreaditapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.network/trafficmanagerprofiles/sbreaditapp,Traffic Manager profile,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,Unknown,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Traffic Manager,,Azure Endpoint Fast Interval Health Check Add-ons,12.20287264,0.148713506,INR
sbreaditapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.network/trafficmanagerprofiles/sbreaditapp,Traffic Manager profile,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,Unknown,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Traffic Manager,,DNS Queries,0.097794301,0.001191796,INR
asp-rgmemilavireaditapp-893c,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.web/serverfarms/asp-rgmemilavireaditapp-893c,App Service plan,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,US East,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure App Service,Standard Plan,S1,10.0865251,0.122922082,INR
privatelink.vaultcore.azure.net,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.network/privatednszones/privatelink.vaultcore.azure.net,Private DNS zone,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,Unknown,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure DNS,,Private Zone,10.05000578,0.12247703,INR
privatelink.vaultcore.azure.net,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.network/privatednszones/privatelink.vaultcore.azure.net,Private DNS zone,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,Unknown,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure DNS,,Private Queries,0.00025131,3.06266E-06,INR
subhasish-ag,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.insights/actiongroups/subhasish-ag,microsoft.insights/actiongroups,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"US East 2, US West, US West 2, US North Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure Monitor,,SMS Country Code 91 Notification,3.958128,0.048236764,INR
subhasish-ag,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.insights/actiongroups/subhasish-ag,microsoft.insights/actiongroups,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"US East 2, US West, US West 2, US North Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure Monitor,,Emails,0.01884,0.000229599,INR
high cpu utilization,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.insights/metricalerts/high cpu utilization,microsoft.insights/metricalerts,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,Unknown,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Azure Monitor,,Alerts Metric Monitored,2.755040927,0.033575028,INR
weather-vm_disk1_1c7f6bc5b6e34859a2c273157c423b8f,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.compute/disks/weather-vm_disk1_1c7f6bc5b6e34859a2c273157c423b8f,Disk,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Standard SSD Managed Disks,E4 Disks,1.393264858,0.016979387,INR
weather-vm_disk1_1c7f6bc5b6e34859a2c273157c423b8f,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.compute/disks/weather-vm_disk1_1c7f6bc5b6e34859a2c273157c423b8f,Disk,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Standard SSD Managed Disks,Disk Operations,0.866141294,0.010555458,INR
readitappfunctionstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitappfunctionstorage,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Files,LRS Write Operations,1.619773375,0.019680893,INR
readitappfunctionstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitappfunctionstorage,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Files,Protocol Operations,0.239842836,0.002914205,INR
readitappfunctionstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitappfunctionstorage,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,All Other Operations,0.088668387,0.001078485,INR
readitappfunctionstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitappfunctionstorage,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,"Files, Tables",LRS Data Stored,0.08068159,0.000980014,INR
readitappfunctionstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitappfunctionstorage,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,"Files, Tables",Read Operations,0.054083852,0.00065718,INR
readitappfunctionstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitappfunctionstorage,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tables,Batch Write Operations,0.010681162,0.000129717,INR
readitappfunctionstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitappfunctionstorage,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,LRS List and Create Container Operations,0.006911035,8.39605E-05,INR
readitappfunctionstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitappfunctionstorage,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,Hot LRS Write Operations,0.004319397,5.24096E-05,INR
readitappfunctionstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitappfunctionstorage,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tiered Block Blob,Hot Read Operations,0.00359373,4.37145E-05,INR
readitappfunctionstorage,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.storage/storageaccounts/readitappfunctionstorage,Storage account,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Storage,Tables,Write Operations,1.69632E-05,2.05437E-07,INR
weather-vm,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.compute/virtualmachines/weather-vm,Virtual machine,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"Intercontinental, Asia, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Virtual Machines,BS Series,B1s,2.067066681,0.02519085,INR
weather-vm,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.compute/virtualmachines/weather-vm,Virtual machine,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"Intercontinental, Asia, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,,Standard Data Transfer Out,0.007987817,9.73456E-05,INR
weather-vm,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.compute/virtualmachines/weather-vm,Virtual machine,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"Intercontinental, Asia, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,Inter-Region,Intra Continent Data Transfer Out,0.004788684,5.83586E-05,INR
weather-vm,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.compute/virtualmachines/weather-vm,Virtual machine,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"Intercontinental, Asia, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Virtual Network,Private Link,Standard Data Processed - Ingress,1.56171E-05,1.90321E-07,INR
weather-vm,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.compute/virtualmachines/weather-vm,Virtual machine,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"Intercontinental, Asia, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Virtual Network,Private Link,Standard Data Processed - Egress,2.72523E-06,3.32118E-08,INR
weather-vm,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.compute/virtualmachines/weather-vm,Virtual machine,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,"Intercontinental, Asia, IN Central",Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Bandwidth,Inter-Region,Inter Continent Data Transfer Out - ASIA To Any,9.47907E-07,1.15519E-08,INR
defaultworkspace-ab47d4c6-aa42-4b26-95fa-953b8ed93a69-eus,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/defaultresourcegroup-eus/providers/microsoft.operationalinsights/workspaces/defaultworkspace-ab47d4c6-aa42-4b26-95fa-953b8ed93a69-eus,Log Analytics workspace,defaultresourcegroup-eus,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/defaultresourcegroup-eus,US East,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Log Analytics,,Pay-as-you-go Data Ingestion,1.283444145,0.015641028,INR
kubernetes-af6cbdc6ea15640f784e013a4be31ed2,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/mc_rg_memilavi_readitapp_readit-card-aks_centralindia/providers/microsoft.network/publicipaddresses/kubernetes-af6cbdc6ea15640f784e013a4be31ed2,Public IP address,mc_rg_memilavi_readitapp_readit-card-aks_centralindia,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/mc_rg_memilavi_readitapp_readit-card-aks_centralindia,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,"[""\""k8s-azure-cluster-name\"":\""kubernetes\"""",""\""k8s-azure-service\"":\""default/readit-cart\""""]",Virtual Network,IP Addresses,Standard IPv4 Static Public IP,1.228517982,0.014971656,INR
weather-vm-ip,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.network/publicipaddresses/weather-vm-ip,Public IP address,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Virtual Network,IP Addresses,Basic IPv4 Static Public IP,1.105764978,0.013475695,INR
sbreaditfunctionapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp/providers/microsoft.insights/components/sbreaditfunctionapp,Application Insights app,rg_memilavi_readitapp,/subscriptions/ab47d4c6-aa42-4b26-95fa-953b8ed93a69/resourcegroups/rg_memilavi_readitapp,IN Central,Visual Studio Professional Subscription,ab47d4c6-aa42-4b26-95fa-953b8ed93a69,[],Log Analytics,,Pay-as-you-go Data Ingestion,0.990927093,0.012059897,INR
